id,code_aux,code,name,internal_type,budget_type_id/id,parent_id/id,venta,tipo
110315,110315,110315,AL CONSUMO DE CIGARRILLOS RECAUDADOS POR EL SRI,normal,corriente,1103,1,i
110316,110316,110316,AL CONSUMO DE CERVEZA RECAUDADOS POR EL SRI,normal,corriente,1103,1,i
110317,110317,110317,AL CONSUMO DE BEBIDAS GASEOSAS RECAUDADOS POR EL SRI,normal,corriente,1103,1,i
110318,110318,110318,AL CONSUMO DE ALCOHOL Y PRODUCTOS ALCOHOLICOS RECAUDADOS POR EL SRI,normal,corriente,1103,1,i
110319,110319,110319,A LOS VEHICULOS RECAUDADOS POR EL SRI,normal,corriente,1103,1,i
110320,110320,110320,A LOS AVIONES AVIONETAS HELICOPTEROS MOTOS ACUATICAS TRICARES CUADRONES YATES Y BARCOS DE RECREO RECAUDADOS POR EL SRI,normal,corriente,1103,1,i
110321,110321,110321,A LOS PERFUMES Y AGUAS DE TOCADOR RECAUDADOS POR EL SRI,normal,corriente,1103,1,i
110323,110323,110323,A LAS ARMAS DE FUEGO RECAUDADOS POR EL SRI,normal,corriente,1103,1,i
110325,110325,110325,A LAS CUOTAS Y MEMBRECIAS DE CLUBES RECAUDADOS POR EL SRI,normal,corriente,1103,1,i
110326,110326,110326,A LOS SERVICIOS DE TELEVISION PAGADA RECAUDADOS POR EL SRI,normal,corriente,1103,1,i
110327,110327,110327,OTROS IMPUESTOS AL CONSUMO DE BIENES Y SERVICIOS RECAUDADOS POR EL SRI,normal,corriente,1103,1,i
110328,110328,110328,A LAS COCINAS COCINETAS CALEFONES Y SISTEMAS DE CALENTAMIENTO DE AGUA DE USO DOMESTICO RECAUDADO POR EL SRI,normal,corriente,1103,1,i
110335,110335,110335,AL CONSUMO DE CIGARRILLOS RECAUDADOS POR EL SENAE,normal,corriente,1103,1,i
110336,110336,110336,AL CONSUMO DE CERVEZA RECAUDADOS POR EL SENAE,normal,corriente,1103,1,i
110337,110337,110337,AL CONSUMO DE BEBIDAS GASEOSAS RECAUDADOS POR EL SENAE,normal,corriente,1103,1,i
110338,110338,110338,AL CONSUMO DE ALCOHOL Y PRODUCTOS ALCOHOLICOS RECAUDADOS POR EL SENAE,normal,corriente,1103,1,i
110339,110339,110339,A LOS VEHICULOS RECAUDADOS POR EL SENAE,normal,corriente,1103,1,i
110340,110340,110340,A LOS AVIONES AVIONETAS HELICOPTEROS MOTOS ACUATICAS TRICARES CUADRONES YATES Y BARCOS DE RECREO RECAUDADOS POR EL SENAE,normal,corriente,1103,1,i
110341,110341,110341,A LOS PERFUMES Y AGUAS DE TOCADOR RECAUDADOS POR EL SENAE,normal,corriente,1103,1,i
110342,110342,110342,A LOS FOCOS  INCANDECENTES RECAUDADOS POR EL SENAE,normal,corriente,1103,1,i
110343,110343,110343,A LAS ARMAS DE FUEGO RECAUDADOS POR EL SENAE,normal,corriente,1103,1,i
110344,110344,110344,A LOS VIDEOJUEGOS RECAUDADOS POR ELSENAE,normal,corriente,1103,1,i
110347,110347,110347,OTROS IMPUESTOS AL CONSUMO DE BIENES RECAUDADOS POR EL SENAE,normal,corriente,1103,1,i
110348,110348,110348,A LAS COCINAS COCINETAS CALEFONES Y SISTEMAS DE CALENTAMIENTO DE AGUA DE USO DOMESTICO RECAUDADOS POR ELSENAE,normal,corriente,1103,1,i
110399,110399,110399,OTROS IMPUESTOS AL CONSUMO DE BIENES Y SERVICIOS,normal,corriente,1103,1,i
1104,1104,1104,AL VALOR AGREGADO,view,vista,11,1,i
110401,110401,110401,AL VALOR AGREGADO DEBITOS DEL PERIODO,normal,corriente,1104,1,i
110402,110402,110402,AL VALOR AGREGADO CREDITOS DEL PERIODO (-),normal,corriente,1104,1,i
110403,110403,110403,AL VALOR AGREGADO RECAUDADO POR SRI,normal,corriente,1104,1,i
110404,110404,110404,AL VALOR AGREGADO RECAUDADO POR SENAE,normal,corriente,1104,1,i
1105,1105,1105,SOBRE EL COMERCIO INTERNACIONAL,view,vista,11,1,i
110501,110501,110501,ARANCELARIOS A LA IMPORTACION,normal,corriente,1105,1,i
110503,110503,110503,TARIFA DE SALVAGUARDIA,normal,corriente,1105,1,i
110510,110510,110510,"0,7 DE EXPORTACIONES AL BANANO",normal,corriente,1105,1,i
110599,110599,110599,OTROS IMPUESTOS AL COMERCIO EXTERIOR,normal,corriente,1105,1,i
1106,1106,1106,A LA ACTIVIDAD HIDROCARBURIFERA,view,vista,11,1,i
110601,110601,110601,A LA RENTA DE EMPRESAS PETROLERAS,normal,corriente,1106,1,i
110602,110602,110602,A LA RENTA DE EMPRESAS PETROLERAS DE PRESTACION DE SERVICIOS,normal,corriente,1106,1,i
110603,110603,110603,A LA RENTA DE EMPRESAS PETROLERAS DE CONTRATOS DE SERVICIOS ESPECIFICOS,normal,corriente,1106,1,i
110604,110604,110604,A LA RENTA POR VENTAS INTERNAS DE DERIVADOS DEL PETROLEO,normal,corriente,1106,1,i
110605,110605,110605,ADICIONAL POR BARRIL DE CRUDO EXPORTADO,normal,corriente,1106,1,i
110606,110606,110606,GRAVAMEN A LA TARIFA DE OLEODUCTO,normal,corriente,1106,1,i
110699,110699,110699,OTROS IMPUESTOS A LA ACTIVIDAD HIDROCARBURIFERA,normal,corriente,1106,1,i
1107,1107,1107,IMPUESTOS DIVERSOS,view,vista,11,1,i
110701,110701,110701,A LOS CUENTA CORRENTISTAS DEL SISTEMA FINANCIERO,normal,corriente,1107,1,i
110702,110702,110702,A LAS TARJETAS DE CREDITO,normal,corriente,1107,1,i
110703,110703,110703,A LAS OPERACIONES DE CREDITO,normal,corriente,1107,1,i
110704,110704,110704,PATENTES COMERCIALES INDUSTRIALES FINANCIERAS INMOBILIARIAS PROFESIONALES Y DE SERVICIOS,normal,corriente,1107,1,i
110705,110705,110705,A LA SALIDA DEL PAIS,normal,corriente,1107,1,i
110706,110706,110706,SOBRE CONTRATOS DE CONSTRUCCION Y/O ESTUDIOS CELEBRADOS CON EL SECTOR PUBLICO,normal,corriente,1107,0,i
110707,110707,110707,POR FISCALIZACION CONTRATISTAS,normal,corriente,1107,0,i
110708,110708,110708,AL DESPOSTE DE GANADO,normal,corriente,1107,1,i
110709,110709,110709,SOBRE REAJUSTE DE PRECIOS EN LA CONTRATACION PUBLICA,normal,corriente,1107,1,i
110710,110710,110710,AL JUEGO ,normal,corriente,1107,1,i
110711,110711,110711,1 A LA COMPRA DE VEHICULOS USADOS,normal,corriente,1107,1,i
110712,110712,110712,INGRESO AL PARQUE NACIONAL GALAPAGOS Y A SU RESERVA,normal,corriente,1107,1,i
110799,110799,110799,OTROS IMPUESTOS,normal,corriente,1107,1,i
1108,1108,1108,IMPUESTO A LA RENTA NETO,view,vista,11,0,i
110801,110801,110801,IMPUESTO A LA RENTA IMPUESTOS Y ANTICIPOS,normal,corriente,1108,0,i
110802,110802,110802,IMPUESTO A LA RENTA CREDITOTRIBUTARIO (-),normal,corriente,1108,0,i
110803,110803,110803,IMPUESTO A LA RENTA DEVOLUCIONES DE EXCESOS DE COBROS (-),normal,corriente,1108,0,i
12,12,12,SEGURIDAD SOCIAL,view,vista,1,0,i
1201,1201,1201,APORTES A LA SEGURIDAD SOCIAL,view,vista,12,0,i
120101,120101,120101,APORTES AL SEGURO DE PENSIONES,normal,corriente,1201,0,i
120102,120102,120102,APORTES AL FONDO DE RESERVA,normal,corriente,1201,0,i
120103,120103,120103,APORTES SEGURO DE CESANTIA,normal,corriente,1201,0,i
120104,120104,120104,APORTES AL SEGURO DE RIESGOS DE TRABAJO,normal,corriente,1201,0,i
120105,120105,120105,APORTES AL SEGURO DE MORTUARIA,normal,corriente,1201,0,i
120106,120106,120106,SUBSIDIO POR ENFERMEDAD,normal,corriente,1201,0,i
120107,120107,120107,APORTES AL SEGURO SOCIAL CAMPESINO,normal,corriente,1201,0,i
120108,120108,120108,APORTES ATRASADOS,normal,corriente,1201,0,i
13,13,13,TASAS Y CONTRIBUCIONES,view,vista,1,0,i
1301,1301,1301,TASAS GENERALES,view,vista,13,0,i
130101,130101,130101,PEAJE,normal,corriente,1301,1,i
130102,130102,130102,ACCESO A LUGARES PUBLICOS,normal,corriente,1301,1,i
130103,130103,130103,OCUPACION DE LUGARES PUBLICOS,normal,corriente,1301,1,i
130104,130104,130104,TASAS ADUANERAS,normal,corriente,1301,1,i
130105,130105,130105,USO DE INFRAESTRUCTURA AEROPORTUARIA,normal,corriente,1301,1,i
130106,130106,130106,ESPECIES FISCALES,normal,corriente,1301,1,i
130107,130107,130107,VENTA DE BASES,normal,corriente,1301,0,i
130108,130108,130108,PRESTACION DE SERVICIOS,normal,corriente,1301,1,i
130109,130109,130109,RODAJE DE VEHICULOS MOTORIZADOS,normal,corriente,1301,1,i
130110,130110,130110,CONTROL DE ALIMENTOS Y DE ESTABLECIMIENTOS COMERCIALES E INDUSTRIALES,normal,corriente,1301,1,i
130111,130111,130111,INSCRIPCIONES REGISTROS Y MATRICULAS,normal,corriente,1301,1,i
130112,130112,130112,PERMISOS LICENCIAS Y PATENTES,normal,corriente,1301,1,i
130113,130113,130113,REGISTRO SANITARIO Y TOXICOLOGIA,normal,corriente,1301,0,i
130114,130114,130114,SERVICIOS DE RASTRO,normal,corriente,1301,1,i
130115,130115,130115,FISCALIZACION DE OBRAS,normal,corriente,1301,1,i
130116,130116,130116,RECOLECCION DE BASURA Y ASEO PUBLICO,normal,corriente,1301,1,i
130117,130117,130117,AFERICION DE PESAS Y MEDIDAS,normal,corriente,1301,1,i
130118,130118,130118,APROBACION DE PLANOS E INSPECCION DE CONSTRUCCIONES,normal,corriente,1301,1,i
130120,130120,130120,CONEXION Y RECONEXION DEL SERVICIO DE ALCANTARILLADO Y CANALIZACION,normal,corriente,1301,1,i
130121,130121,130121,CONEXION Y RECONEXION DEL SERVICIO DE AGUA POTABLE,normal,corriente,1301,1,i
130124,130124,130124,ALUMBRADO PUBLICO,normal,corriente,1301,1,i
130127,130127,130127,MATRICULAS Y OTROS DERECHOS EN EDUCACION,normal,corriente,1301,1,i
130128,130128,130128,PATENTES DE CONSERVACION MINERA,normal,corriente,1301,1,i
130129,130129,130129,EMISION DE CERTIFICADOS DE ORIGEN,normal,corriente,1301,1,i
130130,130130,130130,TASAS POR SERVICIOS NOTARIALES,normal,corriente,1301,1,i
130131,130131,130131,CONTRIBUCION PREDIAL A FAVOR DE LOS CUERPOS DE BOMBEROS,normal,corriente,1301,1,i
130132,130132,130132,TASAS DE SERVICIOS POR EL REGISTRO DE DATOS PUBLICOS,normal,corriente,1301,1,i
130133,130133,130133,TASAS DE SERVICIOS POR LA OCUPACION DE LA ZONA DE PLAYA Y BAHIA PARA LA CRIA Y CULTIVO DE ESPECIES BIOACUATICAS,normal,corriente,1301,1,i
130134,130134,130134,EMISION DE DOCUMENTOS DE CIUDADANIA E IDENTIFICACION,normal,corriente,1301,1,i
130135,130135,130135,TASAS POR ADMINISTRACION,normal,corriente,1301,1,i
130136,130136,130136,PRIMAS POR SEGURO DE SALDOS Y DESGRAVAMEN,normal,corriente,1301,1,i
130137,130137,130137,CONTRIBUCION PARA FUNCIIONAMIENTO DE UNIDADES MEDICAS,normal,corriente,1301,1,i
130199,130199,130199,OTRAS TASAS,normal,corriente,1301,1,i
1302,1302,1302,TASAS PORTUARIAS Y AEREOPORTUARIAS,view,vista,13,0,i
130201,130201,130201,RECEPCION Y DESPACHO DE NAVES,normal,corriente,1302,0,i
130202,130202,130202,USO DE FONDEADERO,normal,corriente,1302,0,i
130203,130203,130203,USO DE INFRAESTRUCTURA PORTUARIA Y AEROPORTUARIA,normal,corriente,1302,0,i
130204,130204,130204,SERVICIOS DE CABOTAJE,normal,corriente,1302,0,i
130205,130205,130205,SERVICIOS Y SUMINISTROS VARIOS,normal,corriente,1302,0,i
130299,130299,130299,OTRAS TASAS PORTUARIAS Y AEROPORTUARIAS,normal,corriente,1302,0,i
1303,1303,1303,TASAS DIVERSAS,view,vista,13,0,i
130301,130301,130301,SECTOR FINANCIERO,normal,corriente,1303,0,i
130302,130302,130302,SECTOR INDUSTRIAL Y COMERCIAL,normal,corriente,1303,0,i
130303,130303,130303,SECTOR AGROPECUARIO,normal,corriente,1303,0,i
130304,130304,130304,SECTOR TURISTICO Y HOTELERO,normal,corriente,1303,1,i
130305,130305,130305,SUPERFICIARIOS HIDROCARBURIFEROS,normal,corriente,1303,0,i
130307,130307,130307,SUPERFICIARIOS MINEROS,normal,corriente,1303,0,i
130308,130308,130308,REGALIAS MINERAS,normal,corriente,1303,1,i
130309,130309,130309,DERECHOS CONSULARES,normal,corriente,1303,0,i
130310,130310,130310,CONCESIONES AEROPORTUARIAS,normal,corriente,1303,0,i
130311,130311,130311,CONCESIONES PORTUARIAS,normal,corriente,1303,0,i
130312,130312,130312,CONCESIONES EN EL SECTOR DE LAS TELECOMUNICACIONES,normal,corriente,1303,0,i
130313,130313,130313,CONCESIONES EN EL SECTOR ELECTRICO,normal,corriente,1303,0,i
130314,130314,130314,CONCESIONES VIALES,normal,corriente,1303,0,i
130315,130315,130315,CONCESIONES HIDROCARBURIFERAS,normal,corriente,1303,0,i
130316,130316,130316,UTILIZACION DE AGUAS Y MATERIALES DE CONTRUCCION,normal,corriente,1303,0,i
130317,130317,130317,A LA EMISION DE PASAJES AEREOS POR VIAJES DESDE EL ECUADOR AL EXTRANJERO,normal,corriente,1303,0,i
130399,130399,130399,OTRAS CONCESIONES,normal,corriente,1303,0,i
1304,1304,1304,CONTRIBUCIONES,view,vista,13,0,i
130401,130401,130401,SOBRE NOMINAS DE EMPRESAS PRIVADAS Y PUBLICAS,normal,corriente,1304,0,i
130402,130402,130402,POR MEJORAS URBANAS Y RURALES,normal,corriente,1304,0,i
130403,130403,130403,CONTRIBUCIONES DE LAS COMPANIAS DE LAS ENTIDADES FINANCIERAS Y DE SEGUROS,normal,corriente,1304,0,i
130404,130404,130404,CONTRIBUCION EN CONTRATOS SUJETOS A LICITACIONES,normal,corriente,1304,0,i
130405,130405,130405,SOBRE CONTRATOS DE CONSULTORIA,normal,corriente,1304,0,i
130406,130406,130406,APERTURA PAVIMENTACION ENSANCHE y CONSTRUCCION DE VIAS DE TODA CLASE,normal,corriente,1304,0,i
130407,130407,130407,REPAVIMENTACION URBANA,normal,corriente,1304,0,i
130408,130408,130408,ACERAS BORDILLOS Y CERCAS,normal,corriente,1304,0,i
130409,130409,130409,OBRAS DE ALCANTARILLADO Y CANALIZACION,normal,corriente,1304,0,i
130410,130410,130410,OBRAS DE ALUMBRADO PUBLICO,normal,corriente,1304,0,i
130411,130411,130411,CONSTRUCCION Y AMPLIACION DE OBRAS Y SISTEMA DE AGUA POTABLE,normal,corriente,1304,0,i
130412,130412,130412,DESECACION DE PANTANOS Y RELLENOS DE QUEBRADAS,normal,corriente,1304,0,i
130413,130413,130413,OBRAS DE REGENERACION URBANA,normal,corriente,1304,0,i
130414,130414,130414,CONTRIBUCION ADICIONAL PARA LOS CUERPOS DE BOMBEROS PROVENIENTES DE LOS SERVICIOS DE ALUMBRADO ELECTRICO,normal,corriente,1304,0,i
130415,130415,130415,CONTRIBUCIION NO REEMBOLSABLE POR APLICACION DEL ART 54 DE LA LEY DE HIDROCARBUROS,normal,corriente,1304,0,i
130416,130416,130416,CONTRIBUCION DE LOS ASESORES PRODUCTORES INTERMEDIARIOS Y PERITOS DE SEGUROS Y REASEGUROS,normal,corriente,1304,0,i
130417,130417,130417,CONTRIBUCIONES DE LAS INSTITUCIIONES QUE PRESTAN SERVICIOS DE MEDICINA PREPAGADA,normal,corriente,1304,0,i
130418,130418,130418,CONTRIBUCIONES DE LAS EMPRESAS DE SEGUROS PRIVADOS,normal,corriente,1304,0,i
130419,130419,130419,PAGO POR CONCENTRACION DE MERCADOS EN EL SECTOR DE LAS TELECOMUNICACIONES,normal,corriente,1304,0,i
130420,130420,130420,A LA EMISICON DE PASAJES AEREOS POR VIAJES DEL EXTRANJERO AL ECUADOR,normal,corriente,1304,0,i
130499,130499,130499,OTRAS CONTRIBUCIONES,normal,corriente,1304,0,i
14,14,14,VENTA DE BIENES Y SERVICIOS DE ENTIDADES E INGRESOS OPERATIVOS DE EMPRESAS PUBLICAS,view,vista,1,0,i
1401,1401,1401,VENTA DE DERIVADOS DE PETROLEO,view,vista,14,0,i
140106,140106,140106,EXPORTACIONES DE DERIVADOS DEL PETROLEO,normal,corriente,1401,0,i
140107,140107,140107,VENTAS INTERNAS DE DERIVADOS DEL PETROLEO,normal,corriente,1401,0,i
140108,140108,140108,TARIFA DE TRANSPORTE DE PETROLEO POR EL SOTE,normal,corriente,1401,0,i
140110,140110,140110,FONDO DE INVERSION PETROLERA,normal,corriente,1401,0,i
140113,140113,140113,FONDO DE ESTABILIZACION PETROLERA,normal,corriente,1401,0,i
140199,140199,140199,OTROS NO ESPECIFICADOS,normal,corriente,1401,0,i
1402,1402,1402,VENTAS DE PRODUCTOS Y MATERIALES,view,vista,14,0,i
140201,140201,140201,PRODUCTOS AGROPECUARIOS Y FORESTALES,normal,corriente,1402,0,i
140202,140202,140202,PRODUCTOS INDUSTRIALES,normal,corriente,1402,0,i
140203,140203,140203,DE PRODUCTOS DEL MAR Y DEMAS ACUICOLAS,normal,corriente,1402,0,i
140204,140204,140204,DE OFICINA DIDACTICOS Y PUBLICACIONES,normal,corriente,1402,0,i
140205,140205,140205,MEDICINAS INSUMOS Y PRODUCTOS FARMACEUTICOS,normal,corriente,1402,0,i
140206,140206,140206,MATERIALES Y ACCESORIOS DE INSTALACIONES DE AGUA POTABLE,normal,corriente,1402,0,i
140207,140207,140207,MATERIALES Y ACCESORIOS DE ALCANTARILLADO Y CANALIZACION,normal,corriente,1402,0,i
140210,140210,140210,MATERIALES DE CONTRUCCION,normal,corriente,1402,0,i
140211,140211,140211,PRODUCTOS MINEROS,normal,corriente,1402,0,i
140212,140212,140212,EQUIPO E INSTRUMENTAL MEDICO,normal,corriente,1402,0,i
140299,140299,140299,OTRAS VENTAS DE PRODUCTOS Y MATERIALES,normal,corriente,1402,0,i
1403,1403,1403,VENTAS NO INDUSTRIALES,view,vista,14,0,i
140301,140301,140301,AGUA POTABLE,normal,corriente,1403,0,i
140302,140302,140302,AGUA DE FUENTES NATURALES,normal,corriente,1403,0,i
140303,140303,140303,ALCANTARILLADO,normal,corriente,1403,0,i
140304,140304,140304,ENERGIA ELECTRICA,normal,corriente,1403,0,i
140305,140305,140305,TELECOMUNICACIONES,normal,corriente,1403,1,i
140306,140306,140306,DE CORREOS,normal,corriente,1403,0,i
140307,140307,140307,TRANSPORTE NACIONAL DE PASAJEROS Y CARGA,normal,corriente,1403,0,i
140308,140308,140308,TRANSPORTE INTERNACIONAL DE PASAJEROS Y CARGA,normal,corriente,1403,0,i
140309,140309,140309,OPERACIONES INTERLINEALES,normal,corriente,1403,0,i
140310,140310,140310,DE ESPECTACULOS PUBLICOS,normal,corriente,1403,1,i
140311,140311,140311,FINANCIEROS,normal,corriente,1403,0,i
140312,140312,140312,TARJETAS VIP,normal,corriente,1403,0,i
140313,140313,140313,INGRESOS POR SERVICIOS DE CONTROL RADIOLOGICO Y DE APLICACIONES TECNICAS NUCLEARES,normal,corriente,1403,0,i
140399,140399,140399,OTROS SERVICIOS TECNICOS Y ESPECIALIZADOS,normal,corriente,1403,1,i
1404,1404,1404,VENTAS DE DESECHOS Y RESIDUOS,view,vista,14,0,i
140401,140401,140401,AGROPECUARIOS Y FORESTALES,normal,corriente,1404,0,i
140402,140402,140402,INDUSTRIALES,normal,corriente,1404,0,i
140403,140403,140403,DE PRODUCTOS DEL MAR Y LOS DEMAS ACUICOLAS,normal,corriente,1404,0,i
140404,140404,140404,VENTA DE DESECHOS MEDICOS,normal,corriente,1404,0,i
1409,1409,1409,DEBITOS POR IMPUESTOS AL VALOR AGREGADO,view,vista,14,0,i
140901,140901,140901,DEBITO FISCAL POR VENTAS,normal,corriente,1409,0,i
15,15,15,APORTE FISCAL CORRIENTE,view,vista,1,0,i
1501,1501,1501,APORTE FISCAL CORRIENTE,view,vista,15,0,i
150101,150101,150101,DEL GOBIERNO CENTRAL,normal,corriente,1501,0,i
17,17,17,RENTAS DE INVERSIONES Y MULTAS,view,vista,1,0,i
1701,1701,1701,RENTAS DE INVERSIONES,view,vista,17,0,i
170101,170101,170101,INTERESES POR DEPOSITOS A LA VISTA Y A PLAZO,normal,corriente,1701,0,i
170102,170102,170102,INTERESES Y COMISIONES DE TITULOS VALORES,normal,corriente,1701,0,i
170103,170103,170103,INTERESES Y COMISIONES DE RIESGO,normal,corriente,1701,0,i
170104,170104,170104,REAJUSTES DE INVERSIONES,normal,corriente,1701,0,i
170105,170105,170105,DIFERENCIAL CAMBIARIO,normal,corriente,1701,0,i
170106,170106,170106,DIVIDENDOS DE SOCIEDADES Y EMPRESAS PUBLICAS,normal,corriente,1701,0,i
170107,170107,170107,DIVIDENDOS DE SOCIEDADES Y EMPRESAS PRIVADAS,normal,corriente,1701,0,i
170108,170108,170108,UTILIDADES DE EMPRESAS Y ENTIDADES FINANCIERAS PUBLICAS,normal,corriente,1701,0,i
170109,170109,170109,COMISIONES POR SERVICIOS FINANCIEROS,normal,corriente,1701,0,i
170110,170110,170110,CARGOS POR OPERACIONES FINANCIERAS,normal,corriente,1701,0,i
170111,170111,170111,PRIMAS POR SEGUROS DE DESGRAVAMEN Y DE SALDOS,normal,corriente,1701,0,i
170112,170112,170112,DESCUENTOS OBTENIDOS EN INVERSIONES FINANCIERAS,normal,corriente,1701,0,i
170115,170115,170115,INTERESES POR OPERACIONES DE MICROCREDITO,normal,corriente,1701,0,i
170116,170116,170116,INTERESES POR CONVENIO DE PAGO,normal,corriente,1701,0,i
170117,170117,170117,INTERESES POR PRESTAMOS ADMINISTRADOS POR LA SEGURIDAD SOCIAL,normal,corriente,1701,0,i
170199,170199,170199,INTERESES POR OTRAS OPERACIONES,normal,corriente,1701,0,i
1702,1702,1702,RENTAS POR ARRENDAMIENTOS DE BIENES,view,vista,17,0,i
170201,170201,170201,TERRENOS,normal,corriente,1702,1,i
170202,170202,170202,EDIFICIOS LOCALES Y RESIDENCIAS,normal,corriente,1702,1,i
170203,170203,170203,MOBILIARIOS,normal,corriente,1702,0,i
170204,170204,170204,MAQUINARIAS Y EQUIPOS,normal,corriente,1702,1,i
170205,170205,170205,VEHICULOS,normal,corriente,1702,1,i
170206,170206,170206,HERRAMIENTAS,normal,corriente,1702,0,i
170207,170207,170207,EQUIPOS PAQUETES Y SISTEMAS INFORMATICOS,normal,corriente,1702,0,i
170212,170212,170212,SEMOVIENTES,normal,corriente,1702,0,i
170215,170215,170215,BIENES BIOLOGICOS,normal,corriente,1702,0,i
170299,170299,170299,OTROS ARRENDAMIENTOS,normal,corriente,1702,1,i
1703,1703,1703,INTERESES POR MORA,view,vista,17,0,i
170301,170301,170301,TRIBUTARIA,normal,corriente,1703,1,i
170302,170302,170302,ORDENANZAS MUNICIPALES,normal,corriente,1703,1,i
170303,170303,170303,ORDENANZAS PROVINCIALES,normal,corriente,1703,0,i
170305,170305,170305,OBLIGACIONES A LA SEGURIDAD SOCIAL,normal,corriente,1703,0,i
170306,170306,170306,TRANSACCIONES COMERCIALES,normal,corriente,1703,0,i
170399,170399,170399,OTROS INTERESES POR MORA,normal,corriente,1703,1,i
1704,1704,1704,MULTAS,view,vista,17,0,i
170401,170401,170401,TRIBUTARIAS,normal,corriente,1704,0,i
170402,170402,170402,INFRACCION A ORDENANZAS MUNICIPALES,normal,corriente,1704,1,i
170403,170403,170403,INFRACCION A ORDENANZAS PROVINCIALES,normal,corriente,1704,0,i
170404,170404,170404,INCUMPLIMIENTOS DE CONTRATOS,normal,corriente,1704,0,i
170405,170405,170405,INFRACCIONES A LA SEGURIDAD SOCIAL,normal,corriente,1704,0,i
170406,170406,170406,CHEQUES PROTESTADOS,normal,corriente,1704,1,i
170407,170407,170407,INFRACCIONES A LA LEY ORGANICA DE DEFENSA DEL CONSUMIDOR,normal,corriente,1704,0,i
170408,170408,170408,MULTAS LEY DE COMPANIAS,normal,corriente,1704,0,i
170409,170409,170409,INFRACCION LEY DE ELECCIONES,normal,corriente,1704,0,i
170410,170410,170410,INFRACCION LEY DE MINERIA,normal,corriente,1704,0,i
170411,170411,170411,INFRACCION LEY DE SANIDAD VEGETAL,normal,corriente,1704,0,i
170412,170412,170412,MULTAS POR INFRACCIONES AL CODIGO DE TRABAJO Y AL MNADATO CONSTITUYENTE NRO 8,normal,corriente,1704,0,i
170413,170413,170413,INFRACCIONES A LA LEY DE ABONO TRIBUTARO,normal,corriente,1704,0,i
170414,170414,170414,MULTAS ADUANERAS,normal,corriente,1704,0,i
170416,170416,170416,INFRACCIONES A LA LEY ORGANICA DE TRANSPORTE TERRESTRE TRANSITO Y SEGURIDAD VIAL,normal,corriente,1704,0,i
170417,170417,170417,INGRESOS POR RESPONSABILIDAD PATRONAL,normal,corriente,1704,0,i
