id,name,code,budget_debe/id,budget_haber/id
1514414,Acu�ticos,151.44.14,gt_budget.840514,
1514415,Plantas,151.44.15,gt_budget.840515,
1514499,Otros Bienes Biol�gicos,151.44.99,gt_budget.840599,
1514503,Mobiliarios (Bienes Muebles no Depreciables),151.45.03,gt_budget.731403,
1514504,Maquinarias y Equipos (Bienes Muebles no Depreciables),151.45.04,gt_budget.731404,
1514506,Herramientas (Bienes Muebles no Depreciables),151.45.06,gt_budget.731406,
1514507,"Equipos, Sistemas y Paquetes Inform�ticos",151.45.07,gt_budget.731407,
1514508,"Bienes Art�sticos, Culturales y Bienes Deportivos y S�mbolos Patrios",151.45.08,gt_budget.731408,
1514509,Libros y Colecciones,151.45.09,gt_budget.731409,
1514511,Partes y Repuestos,151.45.11,gt_budget.731411,
1515101,Infraestructura de Agua Potable,151.51.01,gt_budget.750101,
1515102,Infraestructura de Riego y Manejo de Aguas,151.51.02,gt_budget.750102,
1515103,Infraestructura de Alcantarillado,151.51.03,gt_budget.750103,
1515104,Infraestructura de Urbanizaci�n y Embellecimiento,151.51.04,gt_budget.750104,
1515105,Obras P�blicas de Transporte y V�as,151.51.05,gt_budget.750105,
1515106,Obras P�blicas para Telecomunicaciones,151.51.06,gt_budget.750106,
1515107,Construcciones y Edificaciones,151.51.07,gt_budget.750107,
1515108,Hospitales y Centros de Asistencias Social y Salud,151.51.08,gt_budget.750108,
1515109,Construcciones Agropecuarias,151.51.09,gt_budget.750109,
1515110,Plantas Industriales,151.51.10,gt_budget.750110,
1515111,"Habilitamiento y Protecci�n de Suelo, Subsuelo y �reas Ecol�gicas",151.51.11,gt_budget.750111,
1515112,Formaci�n de Plantaciones,151.51.12,gt_budget.750112,
1515113,Explotaci�n de Aguas Subterr�neas,151.51.13,gt_budget.750113,
1515114,Obras de Infraestructura para el Control de Inundaciones y Estabilizaci�n de Cauces,151.51.14,gt_budget.750114,
1515199,Otras Obras de Infraestructura,151.51.99,gt_budget.750199,
1515201,Obras para Generaci�n El�ctrica Hidr�ulica,151.52.01,gt_budget.750201,
1515202,Obras para Generaci�n El�ctrica T�rmica,151.52.02,gt_budget.750202,
1515299,Otros Sistemas de Generaci�n de Energ�a,151.52.99,gt_budget.750299,
1515301,En Obras de Extracci�n,151.53.01,gt_budget.750301,
1515302,En Obras de Refinaci�n,151.53.02,gt_budget.750302,
1515303,En Obras de Almacenamiento,151.53.03,gt_budget.750303,
1515304,En Obras de Comercializaci�n,151.53.04,gt_budget.750304,
1515305,En Obras de Transporte de Materias Primas y Derivados,151.53.05,gt_budget.750305,
1515399,Otras Obras para el Sector Hidrocarbur�fero y Minero,151.53.99,gt_budget.750399,
1515401,"L�neas, Redes e Instalaciones El�ctricas",151.54.01,gt_budget.750401,
1515402,"L�neas, Redes e Instalaciones de Telecomunicaciones",151.54.02,gt_budget.750402,
1515499,Otras Obras El�ctricas y de Telecomunicaciones,151.54.99,gt_budget.750499,
1515501,En Obras de Infraestructura,151.55.01,gt_budget.750501,
1515502,En Obras para Generaci�n de Energ�a,151.55.02,gt_budget.750502,
1515503,En Obras Hidrocarbur�feras y Mineras,151.55.03,gt_budget.750503,
1515504,"En Obras de L�neas, Redes e Instalaciones El�ctricas y de Telecomunicaciones",151.55.04,gt_budget.750504,
1515599,Otros Mantenimientos y Reparaciones de Obras,151.55.99,gt_budget.750599,
1515801,Al Gobierno Central,151.58.01,gt_budget.780101,
1515802,A Entidades Descentralizadas y Aut�nomas,151.58.02,gt_budget.780102,
1515803,A Empresas P�blicas,151.58.03,gt_budget.780103,
1515804,A Gobiernos Aut�nomos Descentralizados,151.58.04,gt_budget.780104,
1515806,A Entidades Financieras P�blicas,151.58.06,gt_budget.780106,
1515808,A Cuentas o Fondos Especiales,151.58.08,gt_budget.780108,
1515903,Al Sector Privado Financiero,151.59.03,gt_budget.780203,
1515904,Al Sector Privado no Financiero,151.59.04,gt_budget.780204,
1515906,Becas y Ayudas Econ�micas,151.59.06,gt_budget.780206,
1516001,Intereses de Certificados del Tesoro,151.60.01,gt_budget.560101,
1516002,Intereses de Bonos del Estado,151.60.02,gt_budget.560102,
1516006,"Descuentos, Comisiones y Otros Cargos en T�tulos y Valores",151.60.06,gt_budget.560106,
1516099,Intereses Otros T�tulos y Valores,151.60.99,gt_budget.560199,
1516101,Intereses al Sector P�blico Financiero,151.61.01,gt_budget.560201,
1516102,Intereses al Sector P�blico no Financiero,151.61.02,gt_budget.560202,
1516103,Intereses al Sector Privado Financiero,151.61.03,gt_budget.560203,
1516104,Intereses al Sector Privado no Financiero,151.61.04,gt_budget.560204,
1516105,Intereses a la Seguridad Social,151.61.05,gt_budget.560205,
1516106,Comisiones y Otros Cargos,151.61.06,gt_budget.560206,
1516201,Intereses a Organismos Multilaterales,151.62.01,gt_budget.560301,
1516202,Intereses a Gobiernos y Organismos Gubernamentales,151.62.02,gt_budget.560302,
1516203,Intereses al Sector Privado Financiero,151.62.03,gt_budget.560303,
1516204,Intereses al Sector Privado no Financiero,151.62.04,gt_budget.560304,
1516206,Comisiones y Otros Cargos,151.62.06,gt_budget.560306,
1521101,Sueldos,152.11.01,gt_budget.710101,
1521102,Salarios,152.11.02,gt_budget.710102,
1521103,Jornales,152.11.03,gt_budget.710103,
1521105,Remuneraciones Unificadas,152.11.05,gt_budget.710105,
1521106,Salarios Unificados,152.11.06,gt_budget.710106,
1521108,Remuneraci�n Mensual Unificada de Docentes del Magisterio y Docentes e Investigadores Universitarios,152.11.08,gt_budget.710108,
1521109,Remuneraci�n Mensual Unificada para Pasant�as,152.11.09,gt_budget.710109,
1521201,Bonificaci�n por A�os de Servicio,152.12.01,gt_budget.710201,
1521202,Bonificaci�n por Responsabilidad,152.12.02,gt_budget.710202,
1521203,Decimotercer Sueldo,152.12.03,gt_budget.710203,
1521204,Decimocuarto Sueldo,152.12.04,gt_budget.710204,
1521205,Decimoquinto Sueldo,152.12.05,gt_budget.710205,
1521206,Decimosexto Sueldo,152.12.06,gt_budget.710206,
1521207,Bonificaci�n Complementaria,152.12.07,gt_budget.710207,
1521208,"Bonificaci�n T�tulos Acad�micos, Especializaciones y Capacitaci�n Adicional",152.12.08,gt_budget.710208,
1521209,Gastos de Representaci�n,152.12.09,gt_budget.710209,
1521210,Sobresueldos y Bonificaciones Adicionales,152.12.10,gt_budget.710210,
1521211,Est�mulo Pecuniario,152.12.11,gt_budget.710211,
1521213,Aguinaldo Navide�o,152.12.13,gt_budget.710213,
1521218,Bonificaci�n Mensual Gal�pagos,152.12.18,gt_budget.710218,
1521220,Bonificaci�n Fronteriza,152.12.20,gt_budget.710220,
1521223,Bonificaci�n por el D�a del M�dico,152.12.23,gt_budget.710223,
1521224,Bonificaci�n por el D�a Mundial de la Salud,152.12.24,gt_budget.710224,
1521225,Bonificaci�n para los Profesionales de la Salud,152.12.25,gt_budget.710225,
1521227,Adicional Regi�n Amaz�nica,152.12.27,gt_budget.710227,
1521228,Remuneraci�n Suplementaria Gal�pagos,152.12.28,gt_budget.710228,
1521229,Actividad Extracurricular Gal�pagos,152.12.29,gt_budget.710229,
1521230,Bonificaci�n por el D�a del Maestro,152.12.30,gt_budget.710230,
1521231,Bonificaci�n por el D�a del Servidor P�blico,152.12.31,gt_budget.710231,
1521232,"Bonificaci�n para Educadores Comunitarios, Alfabetizadores",152.12.32,gt_budget.710232,
1521233,Bonificaci�n para Profesionales Amparados o no por Leyes de Escalaf�n,152.12.33,gt_budget.710233,
1521235,Remuneraci�n Variable por Eficiencia,152.12.35,gt_budget.710235,
1521301,Gastos de Residencia,152.13.01,gt_budget.710301,
1521302,Bonificaci�n Geogr�fica,152.13.02,gt_budget.710302,
1521303,Compensaci�n por Costo de Vida,152.13.03,gt_budget.710303,
1521304,Compensaci�n por Transporte,152.13.04,gt_budget.710304,
1521305,Compensaci�n en el Exterior,152.13.05,gt_budget.710305,
1521306,Alimentaci�n,152.13.06,gt_budget.710306,
1521307,Comisariato,152.13.07,gt_budget.710307,
1521308,Compensaci�n Pedag�gica,152.13.08,gt_budget.710308,
1521309,Compensaci�n por Trabajo de Alto Riesgo,152.13.09,gt_budget.710309,
1521310,"Subsidio Profesores de Escuelas Fiscales, Misionales y Fiscomisionales de las Regiones Amaz�nica e Insular",152.13.10,gt_budget.710310,
1521313,Compensaci�n por Cesaci�n de Funciones,152.13.13,gt_budget.710313,
1521401,Por Cargas Familiares,152.14.01,gt_budget.710401,
1521402,De Educaci�n,152.14.02,gt_budget.710402,
1521403,Por Maternidad,152.14.03,gt_budget.710403,
1521404,Por Fallecimiento,152.14.04,gt_budget.710404,
1521405,Por Guarder�a,152.14.05,gt_budget.710405,
1521406,Por Vacaciones,152.14.06,gt_budget.710406,
1521408,Subsidio de Antig�edad,152.14.08,gt_budget.710408,
1521499,Otros Subsidios,152.14.99,gt_budget.710499,
1521501,Sueldos,152.15.01,gt_budget.710501,
1521503,Jornales,152.15.03,gt_budget.710503,
1521505,Sustituciones de Personal,152.15.05,gt_budget.710505,
1521506,Licencia Remunerada,152.15.06,gt_budget.710506,
1521507,Honorarios,152.15.07,gt_budget.710507,
1521509,Horas Extraordinarias y Suplementarias,152.15.09,gt_budget.710509,
1521510,Servicios Personales por Contrato,152.15.10,gt_budget.710510,
1521511,Remuneraciones Especiales Secci�n Nocturna,152.15.11,gt_budget.710511,
1521512,Subrogaci�n,152.15.12,gt_budget.710512,
1521513,Encargos,152.15.13,gt_budget.710513,
1521601,Aporte Patronal,152.16.01,gt_budget.710601,
1521602,Fondo de Reserva,152.16.02,gt_budget.710602,
1521603,Jubilaci�n Patronal,152.16.03,gt_budget.710603,
1521604,Cesant�a Privada,152.16.04,gt_budget.710604,
1521605,Jubilaci�n Complementaria,152.16.05,gt_budget.710605,
1521606,Fondo Global de Jubilaci�n Patronal para trabajadores amparados por el C�digo de Trabajo,152.16.06,gt_budget.710606,
1521802,Supresi�n de Puesto,152.18.02,gt_budget.710702,
1521803,Despido Intempestivo,152.18.03,gt_budget.710703,
1521804,Compensaci�n por Desahucio,152.18.04,gt_budget.710704,
1521805,Restituci�n de Puestos,152.18.05,gt_budget.710705,
1521806,Beneficio por Jubilaci�n,152.18.06,gt_budget.710706,
1521807,Compensaci�n por Vacaciones no Gozadas por Cesaci�n de Funciones,152.18.07,gt_budget.710707,
1521808,Por Accidente de Trabajo o Enfermedad,152.18.08,gt_budget.710708,
1521809,Por Renuncia Voluntaria,152.18.09,gt_budget.710709,
1521810,Por Compra de Renuncia,152.18.10,gt_budget.710710,
1521811,Indemnizaciones Laborales,152.18.11,gt_budget.710711,
1521899,Otras Indemnizaciones Laborales,152.18.99,gt_budget.710799,
1523101,Agua Potable,152.31.01,gt_budget.730101,
1523102,Agua de Riego,152.31.02,gt_budget.730102,
1523104,Energ�a El�ctrica,152.31.04,gt_budget.730104,
1523105,Telecomunicaciones,152.31.05,gt_budget.730105,
1523106,Servicios de Correo,152.31.06,gt_budget.730106,
1523201,Transporte de Personal,152.32.01,gt_budget.730201,
1523202,Fletes y Maniobras,152.32.02,gt_budget.730202,
1523203,"Almacenamiento, Embalaje, Envase y Recarga de Extintores",152.32.03,gt_budget.730203,
1523204,"Edici�n, Impresi�n, Reproducci�n, Publicaciones, Suscripciones, Fotocopiado, Traducci�n, Empastado, Enmarcaci�n, Serigraf�a, Fotograf�a, Carnetizaci�n, Filmaci�n e  Im�genes Satelitales",152.32.04,gt_budget.730204,
1523205,Espect�culos Culturales y Sociales,152.32.05,gt_budget.730205,
1523206,Eventos P�blicos y Oficiales,152.32.06,gt_budget.730206,
1523208,Servicio de Vigilancia,152.32.08,gt_budget.730208,
1523209,"Servicios de Aseo; Vestimenta de Trabajo; Fumigaci�n, Desinfecci�n y Limpieza de las Instalaciones del Sector P�blico",152.32.09,gt_budget.730209,
1523210,Servicios de Guarder�a,152.32.10,gt_budget.730210,
1523212,Investigaciones Profesionales y Ex�menes de Laboratorio,152.32.12,gt_budget.730212,
1523216,Servicios de Voluntariado,152.32.16,gt_budget.730216,
1523217,Difusi�n e Informaci�n,152.32.17,gt_budget.730217,
1523218,Publicidad y Propaganda en Medios de Comunicaci�n Masiva,152.32.18,gt_budget.730218,
1523219,Publicidad y Propaganda Usando Otros Medios,152.32.19,gt_budget.730219,
1523221,Servicios Personales Eventuales sin Relaci�n de Dependencia,152.32.21,gt_budget.730221,
1523223,Servicios de Cartograf�a,152.32.23,gt_budget.730223,
1523224,Servicios de Implementaci�n y Administraci�n de Bancos de Informaci�n,152.32.24,gt_budget.730224,
1523235,Servicio de Alimentaci�n,152.32.35,gt_budget.730235,
1523299,Otros Servicios Generales,152.32.99,gt_budget.730299,
1523301,Pasajes al Interior,152.33.01,gt_budget.730301,
1523302,Pasajes al Exterior,152.33.02,gt_budget.730302,
1523303,Vi�ticos y Subsistencias en el Interior,152.33.03,gt_budget.730303,
1523304,Vi�ticos y Subsistencias en el Exterior,152.33.04,gt_budget.730304,
1523305,Mudanzas e Instalaciones,152.33.05,gt_budget.730305,
1523306,Vi�tico por Gastos de Residencia,152.33.06,gt_budget.730306,
1523401,"Gastos en Terrenos (Instalaci�n, Mantenimiento y Reparaciones)",152.34.01,gt_budget.730401,
1523402,"Gastos en Edificios, Locales, Residencias y Cableado Estructurado (Instalaci�n, Mantenimiento y Reparaciones)",152.34.02,gt_budget.730402,
1523403,"Gastos en Mobiliarios (Instalaci�n, Mantenimiento y Reparaciones)",152.34.03,gt_budget.730403,
1523404,"Gastos en Maquinaria y Equipos (Instalaci�n, Mantenimiento y Reparaciones)",152.34.04,gt_budget.730404,
1523405,"Gastos en Veh�culos (Instalaci�n, Mantenimiento y Reparaciones)",152.34.05,gt_budget.730405,
1523406,"Gastos en Herramientas (Instalaci�n, Mantenimiento y Reparaciones)",152.34.06,gt_budget.730406,
1523417,Gastos en Infraestructura,152.34.17,gt_budget.730417,
1523418,Mantenimiento de �reas Verdes y Arreglo de V�as Internas,152.34.18,gt_budget.730418,
1523419,"Instalaci�n, Mantenimiento y Reparaci�n de Bienes Deportivos",152.34.19,gt_budget.730419,
1523499,"Otros Gastos en Instalaciones, Mantenimientos y Reparaciones",152.34.99,gt_budget.730499,
1523501,Arrendamiento de Terrenos,152.35.01,gt_budget.730501,
1523502,"Arrendamiento de Edificios, Locales, Residencias, Parqueaderos, Casilleros Judiciales y Bancarios",152.35.02,gt_budget.730502,
1523503,Arrendamiento de Mobiliarios,152.35.03,gt_budget.730503,
1523504,Arrendamiento de Maquinaria y Equipos,152.35.04,gt_budget.730504,
1523505,Arrendamiento de Veh�culos,152.35.05,gt_budget.730505,
1523506,Arrendamiento de Herramientas,152.35.06,gt_budget.730506,
1523515,Arrendamiento de Bienes Biol�gicos,152.35.15,gt_budget.730515,
1523599,Otros Arrendamientos de Bienes,152.35.99,gt_budget.730599,
1523601,"Consultor�a, Asesor�a e Investigaci�n Especializada",152.36.01,gt_budget.730601,
1523602,Servicios de Auditoria,152.36.02,gt_budget.730602,
1523603,Servicios de Capacitaci�n,152.36.03,gt_budget.730603,
1523604,Fiscalizaci�n e Inspecciones T�cnicas,152.36.04,gt_budget.730604,
1523605,Estudio y Dise�o de Proyectos,152.36.05,gt_budget.730605,
1523606,Honorarios por Contratos Civiles de Servicios,152.36.06,gt_budget.730606,
1523607,Servicios T�cnicos Especializados,152.36.07,gt_budget.730607,
1523701,"Desarrollo, Actualizaci�n, Asistencia T�cnica y Soporte de Sistemas Inform�ticos",152.37.01,gt_budget.730701,
1523702,Arrendamiento y Licencias de Uso de Paquetes Inform�ticos,152.37.02,gt_budget.730702,
1523703,Arrendamiento de Equipos Inform�ticos,152.37.03,gt_budget.730703,
1523704,Mantenimiento y Reparaci�n de Equipos y Sistemas Inform�ticos,152.37.04,gt_budget.730704,
1523801,Existencia de Alimentos y Bebidas,152.38.01,gt_budget.730801,
1523802,"Existencia de Vestuario, Lencer�a, Prendas de Protecci�n y Accesorios para Uniformes Militares, Polic�as y Carpas",152.38.02,gt_budget.730802,
1523803,Existencia de Combustibles y Lubricantes,152.38.03,gt_budget.730803,
1523804,Existencia de Materiales de Oficina,152.38.04,gt_budget.730804,
1523805,Existencia de Materiales de Aseo,152.38.05,gt_budget.730805,
1523806,Existencia de Herramientas (Bienes de Uso y Consumo de Inversi�n),152.38.06,gt_budget.730806,
1523807,"Existencia de Materiales de Impresi�n, Fotograf�a, Reproducci�n y Publicaciones",152.38.07,gt_budget.730807,
1523808,Existencia de Instrumental M�dico Menor,152.38.08,gt_budget.730808,
1523809,Existencia de Medicinas y Productos Farmac�uticos,152.38.09,gt_budget.730809,
1523810,Existencias de Materiales e Insumos para Laboratorio y Uso M�dico,152.38.10,gt_budget.730810,
1523811,"Insumos, Bienes, Materiales y Suministros para la Construcci�n, El�ctricos, Plomer�a, Carpinter�a, Se�alizaci�n Vial, Navegaci�n y Contra Incendios",152.38.11,gt_budget.730811,
1523812,Existencia de Materiales Did�cticos,152.38.12,gt_budget.730812,
1523813,Existencia de Repuestos y Accesorios,152.38.13,gt_budget.730813,
1523814,"Existencia de Suministros para Actividades Agropecuarias, Pesca y Caza",152.38.14,gt_budget.730814,
1523821,Existencias de Gastos para Situaciones de Emergencia,152.38.21,gt_budget.730821,
1523826,Existencias de Insumos para Procedimientos M�dicos,152.38.26,gt_budget.730826,
1523827,Existencias de Uniformes Deportivos,152.38.27,gt_budget.730827,
1523899,Existencia de Otros Bienes de Uso y Consumo de Inversi�n,152.38.99,gt_budget.730899,
1523901,Impuesto al Valor Agregado,152.39.01,gt_budget.770101,
1523902,"Tasas Generales, Impuestos, Contribuciones, Permisos, Licencias y Patentes",152.39.02,gt_budget.770102,
1523903,Tasas Portuarias,152.39.03,gt_budget.770103,
1523904,Contribuciones Especiales y de Mejora,152.39.04,gt_budget.770104,
1523999,"Otros Impuestos, Tasas y Contribuciones",152.39.99,gt_budget.770199,
1524001,Seguros,152.40.01,gt_budget.770201,
1524003,Comisiones Bancarias,152.40.03,gt_budget.770203,
1524004,Reajustes de Inversiones,152.40.04,gt_budget.770204,
1524005,Diferencial Cambiario,152.40.05,gt_budget.770205,
1524006,Costas Judiciales  Tr�mites Notariales y Legalizaci�n de Documentos,152.40.06,gt_budget.770206,
1524013,Devoluci�n de Garant�as,152.40.13,gt_budget.770213,
1524016,Obligaciones con el IESS por Responsabilidad Patronal,152.40.16,gt_budget.770216,
1524017,Obligaciones con el IESS por Coactivas Interpuestas por el IESS,152.40.17,gt_budget.770217,
1524018,Intereses por Mora Patronal al IESS,152.40.18,gt_budget.770218,
1524099,Otros Gastos Financieros,152.40.99,gt_budget.770299,
1524103,Mobiliarios (Bienes de Larga Duraci�n),152.41.03,gt_budget.840103,
1524104,Maquinarias y Equipos (Bienes de Larga Duraci�n),152.41.04,gt_budget.840104,
1524105,Veh�culos (Bienes de Larga Duraci�n),152.41.05,gt_budget.840105,
1524106,Herramientas (Bienes de Larga Duraci�n),152.41.06,gt_budget.840106,
1524107,"Equipos, Sistemas y Paquetes Inform�ticos",152.41.07,gt_budget.840107,
1524108,Bienes Art�sticos y Culturales,152.41.08,gt_budget.840108,
1524109,Libros y Colecciones,152.41.09,gt_budget.840109,
1524110,Pertrechos para la Defensa y Seguridad P�blica,152.41.10,gt_budget.840110,
1524111,Partes y Repuestos,152.41.11,gt_budget.840111,
1524201,Terrenos (Bienes Inmuebles),152.42.01,gt_budget.840201,
1524202,"Edificios, Locales y Residencias (Bienes Inmuebles)",152.42.02,gt_budget.840202,
1524203,Bienes Prefabricados,152.42.03,gt_budget.840203,
1524299,Otros Bienes Inmuebles,152.42.99,gt_budget.840299,
1524301,Terrenos (Expropiaci�n de Bienes),152.43.01,gt_budget.840301,
1524302,"Edificios, Locales y Residencias (Expropiaci�n de Bienes)",152.43.02,gt_budget.840302,
1524399,Otros Bienes de Expropiaciones,152.43.99,gt_budget.840399,
1524412,Semovientes,152.44.12,gt_budget.840512,
1524413,Bosques,152.44.13,gt_budget.840513,
1524414,Acu�ticos,152.44.14,gt_budget.840514,
1524415,Plantas,152.44.15,gt_budget.840515,
1524499,Otros Bienes Biol�gicos,152.44.99,gt_budget.840599,
1524503,Mobiliarios (Bienes Muebles no Depreciables),152.45.03,gt_budget.731403,
1524504,Maquinarias y Equipos (Bienes Muebles no Depreciables),152.45.04,gt_budget.731404,
1524506,Herramientas (Bienes Muebles no Depreciables),152.45.06,gt_budget.731406,
1524507,"Equipos, Sistemas y Paquetes Inform�ticos",152.45.07,gt_budget.731407,
1524508,"Bienes Art�sticos, Culturales, Bienes Deportivos y S�mbolos Patrios",152.45.08,gt_budget.731408,
1524509,Libros y Colecciones,152.45.09,gt_budget.731409,
1524511,Partes y Repuestos,152.45.11,gt_budget.731411,
1525801,Al Gobierno Central,152.58.01,gt_budget.780101,
1525802,A Entidades Descentralizadas y Aut�nomas,152.58.02,gt_budget.780102,
1525803,A Empresas P�blicas,152.58.03,gt_budget.780103,
1525804,A Gobiernos Aut�nomos Descentralizados,152.58.04,gt_budget.780104,
1525806,A Entidades Financieras P�blicas,152.58.06,gt_budget.780106,
1525808,A Cuentas o Fondos Especiales,152.58.08,gt_budget.780108,
1525903,Al Sector Privado Financiero,152.59.03,gt_budget.780203,
1525904,Al Sector Privado no Financiero,152.59.04,gt_budget.780204,
1525906,Becas y Ayudas Econ�micas,152.59.06,gt_budget.780206,
1526001,Intereses de Certificados del Tesoro Nacional,152.60.01,gt_budget.560101,
1526002,Intereses de Bonos del Estado,152.60.02,gt_budget.560102,
1526006,"Descuentos, Comisiones y Otros Cargos en T�tulos y Valores",152.60.06,gt_budget.560106,
1526099,Intereses Otros T�tulos y Valores,152.60.99,gt_budget.560199,
1526101,Intereses al Sector P�blico Financiero,152.61.01,gt_budget.560201,
1526102,Intereses al Sector P�blico no Financiero,152.61.02,gt_budget.560202,
1526103,Intereses al Sector Privado Financiero,152.61.03,gt_budget.560203,
1526104,Intereses al Sector Privado no Financiero,152.61.04,gt_budget.560204,
1526105,Intereses a la Seguridad Social,152.61.05,gt_budget.560205,
1526106,Comisiones y Otros Cargos,152.61.06,gt_budget.560206,
1526201,Intereses a Organismos Multilaterales,152.62.01,gt_budget.560301,
1526202,Intereses a Gobiernos y Organismos Gubernamentales,152.62.02,gt_budget.560302,
1526203,Intereses al Sector Privado Financiero,152.62.03,gt_budget.560303,
1526204,Intereses al Sector Privado no Financiero,152.62.04,gt_budget.560304,
1526206,Comisiones y Otros Cargos,152.62.06,gt_budget.560306,
21351,Cuentas por Pagar Gastos en Personal,213.51,gt_budget.51,gt_budget.51
21353,Cuentas por Pagar Bienes y Servicios de Consumo,213.53,gt_budget.53,gt_budget.53
21356,Cuentas por Pagar Gastos Financieros,213.56,gt_budget.56,gt_budget.56
21357,Cuentas por Pagar Otros Gastos,213.57,gt_budget.57,gt_budget.57
21358,Cuentas por Pagar Transferencias y Donaciones Corrientes,213.58,gt_budget.58,gt_budget.58
21361,Cuentas por Pagar Gastos en Personal para Producci�n,213.61,gt_budget.61,gt_budget.61
21363,Cuentas por Pagar Bienes y Servicios para Producci�n,213.63,gt_budget.63,gt_budget.63
21367,Cuentas por Pagar Otros Gastos de Producci�n,213.67,gt_budget.67,gt_budget.67
21371,Cuentas por Pagar Gastos en Personal para Inversi�n,213.71,gt_budget.71,gt_budget.71
21373,Cuentas por Pagar Bienes y Servicios para Inversi�n,213.73,gt_budget.73,gt_budget.73
21375,Cuentas por Pagar Obras P�blicas,213.75,gt_budget.75,gt_budget.75
21377,Cuentas por Pagar Otros Gastos de Inversi�n,213.77,gt_budget.77,gt_budget.77
21378,Cuentas por Pagar Transferencias y Donaciones para Inversi�n,213.78,gt_budget.78,gt_budget.78
21384,Cuentas por Pagar Inversiones en Bienes de Larga Duraci�n,213.84,gt_budget.84,gt_budget.84
21387,Cuentas por Pagar Inversiones Financieras,213.87,gt_budget.87,gt_budget.87
21388,Cuentas por Pagar Transferencias y Donaciones de Capital,213.88,gt_budget.88,gt_budget.88
21396,Cuentas por Pagar Amortizaci�n de la Deuda P�blica,213.96,gt_budget.96,gt_budget.96
21397,Cuentas por Pagar Dep�sitos y Fondos de Terceros de A�os Anteriores,213.97,gt_budget.97,gt_budget.97
21398,Cuentas por Pagar de A�os Anteriores,213.98,gt_budget.97,gt_budget.97
21399,Cuentas por Pagar por Obligaciones no Reconocidas ni Pagadas en A�os Anteriores,213.99,gt_budget.99,gt_budget.99
2220101,Certificados del Tesoro Nacional,222.01.01,gt_budget.960101,gt_budget.360101
2220102,Bonos del Estado,222.01.02,gt_budget.960102,gt_budget.360102
2220198,Otros T�tulos,222.01.98,gt_budget.960198,gt_budget.360198
2220399,Otros Valores,222.03.99,gt_budget.960199,gt_budget.360199
2220401,(-) Descuentos en Certificados de Tesorer�a,222.04.01,,gt_budget.360401
2220402,(-) Descuentos en Bonos del Estado,222.04.02,,gt_budget.360402
2230101,Cr�ditos del Sector P�blico Financiero,223.01.01,gt_budget.960201,gt_budget.360201
2230102,Cr�ditos del Sector P�blico no Financiero,223.01.02,gt_budget.960202,gt_budget.360202
2230103,Cr�ditos del Sector Privado Financiero,223.01.03,gt_budget.960203,gt_budget.360203
2230104,Cr�ditos del Sector Privado no Financiero,223.01.04,gt_budget.960204,gt_budget.360204
2230105,Cr�ditos de la Seguridad Social,223.01.05,gt_budget.960205,gt_budget.360205
2230301,Cr�ditos de Organismos Multilaterales,223.03.01,gt_budget.960301,gt_budget.360301
2230302,Cr�ditos de Gobiernos y Organismos Gubernamentales,223.03.02,gt_budget.960302,gt_budget.360302
2230303,Cr�ditos del Sector Privado Financiero,223.03.03,gt_budget.960303,gt_budget.360303
2230304,Cr�ditos del Sector Privado no Financiero,223.03.04,gt_budget.960304,gt_budget.360304
2230502,Cr�ditos del Sector P�blico no Financiero,223.05.02,gt_budget.960502,gt_budget.360502
2230504,Cr�ditos del Sector Privado no Financiero,223.05.04,gt_budget.960504,gt_budget.360504
2230604,Cr�ditos del Sector Privado no Financiero,223.06.04,gt_budget.960604,gt_budget.360604
2240101,Cr�ditos por Impuesto Provisional,224.01.01,gt_budget.110802,gt_budget.110801
2240913,Fondos de Estabilizaci�n Petrolera,224.09.13,gt_budget.880402,gt_budget.140113
2241108,Cuentas y Fondos Especiales,224.11.08,gt_budget.580408,gt_budget.180408
2241308,Cuentas y Fondos Especiales,224.13.08,gt_budget.880408,gt_budget.280408
2241507,Fondos Ajenos,224.15.07,gt_budget.580407,gt_budget.180407
2241713,Acreedores de Garant�as,224.17.13,gt_budget.570213,gt_budget.190101
2241714,Acreedores de Fianzas,224.17.14,gt_budget.570214,gt_budget.190102
2241901,D�bito Fiscal por Ventas,224.19.01,gt_budget.570101,gt_budget.140901
2249702,Dep�sitos y Fondos de Terceros de A�os Anteriores,224.97.02,gt_budget.970102,
2249801,Cuentas por Pagar de A�os Anteriores,224.98.01,gt_budget.970101,
2250106,Dividendos Anticipados de Sociedades y Empresas P�blicas,225.01.06,,gt_budget.170106
2250107,Dividendos Anticipados de Sociedades y Empresas Privadas,225.01.07,,gt_budget.170107
2250108,Utilidades Anticipadas de Empresas y Entidades Financieras P�blicas,225.01.08,,gt_budget.170108
2250301,Rentas Anticipadas de Terrenos,225.03.01,,gt_budget.170201
2250302,"Rentas Anticipadas de Edificios, Locales y Residencias",225.03.02,,gt_budget.170202
2250303,Rentas Anticipadas de Mobiliarios,225.03.03,,gt_budget.170203
2250304,Rentas Anticipadas de Maquinarias y Equipos,225.03.04,,gt_budget.170204
2250305,Rentas Anticipadas de Veh�culos,225.03.05,,gt_budget.170205
2259102,Fondo de Reserva,225.91.02,gt_budget.510602,
2259103,Decimotercer Sueldo,225.91.03,gt_budget.510603,
2259104,Decimocuarto Sueldo,225.91.04,gt_budget.510604,
