id,name,agrupa,texto,regla
103,103,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 14 de la columna Recaudado debe ser igual al flujo acreedor de la cuenta contable 11314.,"abs((cedula.get('14',0) and cedula['14']['paid_amount']) - (balance.get('11314',0) and balance['11314']['haber_flujo']))<0.001"
104,104,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 17 de la columna Recaudado debe ser igual al flujo acreedor de la cuenta contable 11317.,"abs((cedula.get('17',0) and cedula['17']['paid_amount']) - (balance.get('11317',0) and balance['11317']['haber_flujo']))<0.001"
105,105,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 18 de la columna Devengado debe ser igual al flujo deudor de la cuenta contable 11318.,"abs((cedula.get('18',0) and cedula['18']['devengado_amount']) - (balance.get('11318',0) and balance['11318']['debe_flujo']))<0.001"
106,106,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 19 de la columna Recaudado debe ser igual al flujo acreedor de la cuenta contable 11319.,"abs((cedula.get('19',0) and cedula['19']['paid_amount']) - (balance.get('11319',0) and balance['11319']['haber_flujo']))<0.001"
107,107,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 24 de la columna Recaudado debe ser igual al flujo acreedor de la cuenta contable 11324.,"abs((cedula.get('24',0) and cedula['24']['paid_amount']) - (balance.get('11324',0) and balance['11324']['haber_flujo']))<0.001"
108,108,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 27 de la columna Recaudado debe ser igual al flujo acreedor de la cuenta contable 11327.,"abs((cedula.get('27',0) and cedula['27']['paid_amount']) - (balance.get('11327',0) and balance['11327']['haber_flujo']))<0.001"
109,109,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 28 de la columna Recaudado debe ser igual al flujo acreedor de la cuenta contable 11328.,"abs((cedula.get('28',0) and cedula['28']['paid_amount']) - (balance.get('11328',0) and balance['11328']['haber_flujo']))<0.001"
110,110,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 36 de la columna Recaudado debe ser igual al flujo acreedor de la cuenta contable 11336.,"abs((cedula.get('36',0) and cedula['36']['paid_amount']) - (balance.get('11336',0) and balance['11336']['haber_flujo']))<0.001"
111,111,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 38 de la columna Devengado debe ser igual al flujo deudor de la cuenta contable 11397+11398.,"abs((cedula.get('38',0) and cedula['38']['devengado_amount']) - ((balance.get('11397',0) and balance['11397']['debe_flujo'])+(balance.get('11398',0) and balance['11398']['haber_flujo'])))<0.001"
112,112,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 51 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21351.,"abs((cedula.get('51',0) and cedula['51']['devengado_amount']) - (balance.get('21351',0) and balance['21351']['haber_flujo']))<0.001"
113,113,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 53 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21353.,"abs((cedula.get('53',0) and cedula['53']['devengado_amount']) - (balance.get('21353',0) and balance['21353']['haber_flujo']))<0.001"
114,114,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 56 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21356.,"abs((cedula.get('56',0) and cedula['56']['devengado_amount']) - (balance.get('21356',0) and balance['21356']['haber_flujo']))<0.001"
115,115,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 57 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21357.,"abs((cedula.get('57',0) and cedula['57']['devengado_amount']) - (balance.get('21357',0) and balance['21357']['haber_flujo']))<0.001"
116,116,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 58 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21358.,"abs((cedula.get('58',0) and cedula['58']['devengado_amount']) - (balance.get('21358',0) and balance['21358']['haber_flujo']))<0.001"
117,117,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 61 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21361.,"abs((cedula.get('61',0) and cedula['61']['devengado_amount']) - (balance.get('21361',0) and balance['21361']['haber_flujo']))<0.001"
118,118,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 63 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21363.,"abs((cedula.get('63',0) and cedula['63']['devengado_amount']) - (balance.get('21363',0) and balance['21363']['haber_flujo']))<0.001"
119,119,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 67 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21367.,"abs((cedula.get('67',0) and cedula['67']['devengado_amount']) - (balance.get('21367',0) and balance['21367']['haber_flujo']))<0.001"
120,120,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 71 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21371.,"abs((cedula.get('71',0) and cedula['71']['devengado_amount']) - (balance.get('21371',0) and balance['21371']['haber_flujo']))<0.001"
121,121,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 73 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21373.,"abs((cedula.get('73',0) and cedula['73']['devengado_amount']) - (balance.get('21373',0) and balance['21373']['haber_flujo']))<0.001"
122,122,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 75 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21375.,"abs((cedula.get('75',0) and cedula['75']['devengado_amount']) - (balance.get('21375',0) and balance['21375']['haber_flujo']))<0.001"
152,152,BALANCE,La suma de los montos de 21375 del flujo acreedor debe ser igual al flujo deudor de las cuentas contables 151.51-151.52-151.53-151.54-151.55,"abs((balance.get('15151',0) and balance['15151']['debe_flujo'])+ (balance.get('15152',0) and balance['15152']['debe_flujo']) + (balance.get('15153',0) and balance['15153']['debe_flujo']) + (balance.get('15154',0) and balance['15154']['debe_flujo']) + (balance.get('15155',0) and balance['15155']['debe_flujo']) - (balance.get('21375',0) and balance['21375']['haber_flujo']))<0.001"
15111,1511,BALANCE,La suma de los montos de 21371 del flujo acreedor debe ser igual al flujo deudor de las cuentas contables 151.11-151.12-151.13-151.14-151.15-151.16-151.18,"abs((balance.get('15111',0) and balance['15111']['debe_flujo'])+ (balance.get('15112',0) and balance['15112']['debe_flujo']) + (balance.get('15113',0) and balance['15113']['debe_flujo']) + (balance.get('15114',0) and balance['15114']['debe_flujo']) + (balance.get('15115',0) and balance['15115']['debe_flujo']) + (balance.get('15116',0) and balance['15116']['debe_flujo']) + (balance.get('15118',0) and balance['15118']['debe_flujo']) - (balance.get('21371',0) and balance['21371']['haber_flujo']))<0.001"
63301,63301,BALANCE,La suma de los montos de 21351 del flujo acreedor debe ser igual al flujo deudor de las cuentas contables 633.01-633.02-633.03-633.04-633.05-633.06-633.07,"abs((balance.get('63301',0) and balance['63301']['debe_flujo'])+ (balance.get('63302',0) and balance['63302']['debe_flujo']) + (balance.get('63303',0) and balance['63303']['debe_flujo']) + (balance.get('63304',0) and balance['63304']['debe_flujo']) + (balance.get('63305',0) and balance['63305']['debe_flujo']) + (balance.get('63306',0) and balance['63306']['debe_flujo']) + (balance.get('63307',0) and balance['63307']['debe_flujo']) - (balance.get('21351',0) and balance['21351']['haber_flujo']))<0.001"
123,123,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 77 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21377.,"abs((cedula.get('77',0) and cedula['77']['devengado_amount']) - (balance.get('21377',0) and balance['21377']['haber_flujo']))<0.001"
124,124,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 78 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21378.,"abs((cedula.get('78',0) and cedula['78']['devengado_amount']) - (balance.get('21378',0) and balance['21378']['haber_flujo']))<0.001"
125,125,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 84 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21384.,"abs((cedula.get('84',0) and cedula['84']['devengado_amount']) - (balance.get('21384',0) and balance['21384']['haber_flujo']))<0.001"
126,126,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 87 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21387.,"abs((cedula.get('87',0) and cedula['87']['devengado_amount']) - (balance.get('21387',0) and balance['21387']['haber_flujo']))<0.001"
127,127,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 88 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21388.,"abs((cedula.get('88',0) and cedula['88']['devengado_amount']) - (balance.get('21388',0) and balance['21388']['haber_flujo']))<0.001"
128,128,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 96 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21396.,"abs((cedula.get('96',0) and cedula['96']['devengado_amount']) - (balance.get('21396',0) and balance['21396']['haber_flujo']))<0.001"
129,129,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 99 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21399.,"abs((cedula.get('99',0) and cedula['99']['devengado_amount']) - (balance.get('21399',0) and balance['21399']['haber_flujo']))<0.001"
130,130,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 97 de la columna Devengado debe ser igual al flujo acreedor de la cuenta contable 21397+21398.,"abs((cedula.get('97',0) and cedula['97']['devengado_amount']) - ((balance.get('21397',0) and balance['21397']['haber_flujo'])+(balance.get('21398',0) and balance['21398']['haber_flujo'])))<0.001"
173,173,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 11 de la columna devengado debe ser igual al flujo deudor de la cuenta contable 11311.,"abs((cedula.get('11',0) and cedula['11']['devengado_amount']) - (balance.get('11311',0) and balance['11311']['debe_flujo']))<0.001"
174,174,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 13 de la columna devengado debe ser igual al flujo deudor de la cuenta contable 11313.,"abs((cedula.get('13',0) and cedula['13']['devengado_amount']) - (balance.get('11313',0) and balance['11313']['debe_flujo']))<0.001"
175,175,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 14 de la columna devengado debe ser igual al flujo deudor de la cuenta contable 11314.,"abs((cedula.get('14',0) and cedula['14']['devengado_amount']) - (balance.get('11314',0) and balance['11314']['debe_flujo']))<0.001"
176,176,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 17 de la columna devengado debe ser igual al flujo deudor de la cuenta contable 11317.,"abs((cedula.get('17',0) and cedula['17']['devengado_amount']) - (balance.get('11317',0) and balance['11317']['debe_flujo']))<0.001"
177,177,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 18 de la columna devengado debe ser igual al flujo deudor de la cuenta contable 11318.,"abs((cedula.get('18',0) and cedula['18']['devengado_amount']) - (balance.get('11318',0) and balance['11318']['debe_flujo']))<0.001"
178,178,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 19 de la columna devengado debe ser igual al flujo deudor de la cuenta contable 11319.,"abs((cedula.get('19',0) and cedula['19']['devengado_amount']) - (balance.get('11319',0) and balance['11319']['debe_flujo']))<0.001"
179,179,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 24 de la columna devengado debe ser igual al flujo deudor de la cuenta contable 11324.,"abs((cedula.get('24',0) and cedula['24']['devengado_amount']) - (balance.get('11324',0) and balance['11324']['debe_flujo']))<0.001"
180,180,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 27 de la columna devengado debe ser igual al flujo deudor de la cuenta contable 11327.,"abs((cedula.get('27',0) and cedula['27']['devengado_amount']) - (balance.get('11327',0) and balance['11327']['debe_flujo']))<0.001"
181,181,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 28 de la columna devengado debe ser igual al flujo deudor de la cuenta contable 11328.,"abs((cedula.get('28',0) and cedula['28']['devengado_amount']) - (balance.get('11328',0) and balance['11328']['debe_flujo']))<0.001"
182,182,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 36 de la columna devengado debe ser igual al flujo deudor de la cuenta contable 11336.,"abs((cedula.get('36',0) and cedula['36']['devengado_amount']) - (balance.get('11336',0) and balance['11336']['debe_flujo']))<0.001"
183,183,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 38 de la columna devengado debe ser igual al flujo deudor de la cuenta contable 11397+11398.,"abs((cedula.get('38',0) and cedula['38']['devengado_amount']) - ((balance.get('11397',0) and balance['11397']['debe_flujo'])+(balance.get('11398',0) and balance['11398']['debe_flujo'])))<0.001"
184,184,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 51 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21351.,"abs((cedula.get('51',0) and cedula['51']['paid_amount']) - (balance.get('21351',0) and balance['21351']['debe_flujo']))<0.001"
185,185,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 53 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21353.,"abs((cedula.get('53',0) and cedula['53']['paid_amount']) - (balance.get('21353',0) and balance['21353']['debe_flujo']))<0.001"
186,186,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 56 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21356.,"abs((cedula.get('56',0) and cedula['56']['paid_amount']) - (balance.get('21356',0) and balance['21356']['debe_flujo']))<0.001"
187,187,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 57 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21357.,"abs((cedula.get('57',0) and cedula['57']['paid_amount']) - (balance.get('21357',0) and balance['21357']['debe_flujo']))<0.001"
188,188,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 58 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21358.,"abs((cedula.get('58',0) and cedula['58']['paid_amount']) - (balance.get('21358',0) and balance['21358']['debe_flujo']))<0.001"
189,189,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 61 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21361.,"abs((cedula.get('61',0) and cedula['61']['paid_amount']) - (balance.get('21361',0) and balance['21361']['debe_flujo']))<0.001"
190,190,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 63 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21363.,"abs((cedula.get('63',0) and cedula['63']['paid_amount']) - (balance.get('21363',0) and balance['21363']['debe_flujo']))<0.001"
191,191,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 67 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21367.,"abs((cedula.get('67',0) and cedula['67']['paid_amount']) - (balance.get('21367',0) and balance['21367']['debe_flujo']))<0.001"
192,192,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 71 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21371.,"abs((cedula.get('71',0) and cedula['71']['paid_amount']) - (balance.get('21371',0) and balance['21371']['debe_flujo']))<0.001"
193,193,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 73 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21373.,"abs((cedula.get('73',0) and cedula['73']['paid_amount']) - (balance.get('21373',0) and balance['21373']['debe_flujo']))<0.001"
194,194,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 75 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21375.,"abs((cedula.get('75',0) and cedula['75']['paid_amount']) - (balance.get('21375',0) and balance['21375']['debe_flujo']))<0.001"
195,195,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 77 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21377.,"abs((cedula.get('77',0) and cedula['77']['paid_amount']) - (balance.get('21377',0) and balance['21377']['debe_flujo']))<0.001"
196,196,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 78 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21378.,"abs((cedula.get('78',0) and cedula['78']['paid_amount']) - (balance.get('21378',0) and balance['21378']['debe_flujo']))<0.001"
197,197,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 84 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21384.,"abs((cedula.get('84',0) and cedula['84']['paid_amount']) - (balance.get('21384',0) and balance['21384']['debe_flujo']))<0.001"
198,198,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 87 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21387.,"abs((cedula.get('87',0) and cedula['87']['paid_amount']) - (balance.get('21387',0) and balance['21387']['debe_flujo']))<0.001"
199,199,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 88 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21388.,"abs((cedula.get('88',0) and cedula['88']['paid_amount']) - (balance.get('21388',0) and balance['21388']['debe_flujo']))<0.001"
200,200,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 96 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21396.,"abs((cedula.get('96',0) and cedula['96']['paid_amount']) - (balance.get('21396',0) and balance['21396']['debe_flujo']))<0.001"
201,201,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 99 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21399.,"abs((cedula.get('99',0) and cedula['99']['paid_amount']) - (balance.get('21399',0) and balance['21399']['debe_flujo']))<0.001"
202,202,PRESUPUESTO_BALANCE,La suma de los montos de los ítems del grupo 97 de la columna Pagado debe ser igual al flujo deudor de la cuenta contable 21397+21398.,"abs((cedula.get('97',0) and cedula['97']['paid_amount']) - ((balance.get('21397',0) and balance['21397']['debe_flujo'])+(balance.get('21398',0) and balance['21398']['debe_flujo'])))<0.001"
6210101,6210101,PRESUPUESTO BALANCE,El haber de la cuenta 6210101 debe ser igual al recaudado de la partida 110101,"abs((cedula.get('110101',0) and cedula['110101']['devengado_amount']) - (balance.get('6210101',0) and balance['6210101']['haber_flujo']))<0.001"
6210102,6210102,PRESUPUESTO BALANCE,El haber de la cuenta 6210102 debe ser igual al recaudado de la partida 110102,"abs((cedula.get('110102',0) and cedula['110102']['devengado_amount']) - (balance.get('6210102',0) and balance['6210102']['haber_flujo']))<0.001"
6210103,6210103,PRESUPUESTO BALANCE,El haber de la cuenta 6210103 debe ser igual al recaudado de la partida 110103,"abs((cedula.get('110103',0) and cedula['110103']['devengado_amount']) - (balance.get('6210103',0) and balance['6210103']['haber_flujo']))<0.001"
6210199,6210199,PRESUPUESTO BALANCE,El haber de la cuenta 6210199 debe ser igual al recaudado de la partida 110199,"abs((cedula.get('110199',0) and cedula['110199']['devengado_amount']) - (balance.get('6210199',0) and balance['6210199']['haber_flujo']))<0.001"
6210201,6210201,PRESUPUESTO BALANCE,El haber de la cuenta 6210201 debe ser igual al recaudado de la partida 110201,"abs((cedula.get('110201',0) and cedula['110201']['devengado_amount']) - (balance.get('6210201',0) and balance['6210201']['haber_flujo']))<0.001"
6210202,6210202,PRESUPUESTO BALANCE,El haber de la cuenta 6210202 debe ser igual al recaudado de la partida 110202,"abs((cedula.get('110202',0) and cedula['110202']['devengado_amount']) - (balance.get('6210202',0) and balance['6210202']['haber_flujo']))<0.001"
6210203,6210203,PRESUPUESTO BALANCE,El haber de la cuenta 6210203 debe ser igual al recaudado de la partida 110203,"abs((cedula.get('110203',0) and cedula['110203']['devengado_amount']) - (balance.get('6210203',0) and balance['6210203']['haber_flujo']))<0.001"
6210204,6210204,PRESUPUESTO BALANCE,El haber de la cuenta 6210204 debe ser igual al recaudado de la partida 110204,"abs((cedula.get('110204',0) and cedula['110204']['devengado_amount']) - (balance.get('6210204',0) and balance['6210204']['haber_flujo']))<0.001"
6210205,6210205,PRESUPUESTO BALANCE,El haber de la cuenta 6210205 debe ser igual al recaudado de la partida 110205,"abs((cedula.get('110205',0) and cedula['110205']['devengado_amount']) - (balance.get('6210205',0) and balance['6210205']['haber_flujo']))<0.001"
6210206,6210206,PRESUPUESTO BALANCE,El haber de la cuenta 6210206 debe ser igual al recaudado de la partida 110206,"abs((cedula.get('110206',0) and cedula['110206']['devengado_amount']) - (balance.get('6210206',0) and balance['6210206']['haber_flujo']))<0.001"
6210207,6210207,PRESUPUESTO BALANCE,El haber de la cuenta 6210207 debe ser igual al recaudado de la partida 110207,"abs((cedula.get('110207',0) and cedula['110207']['devengado_amount']) - (balance.get('6210207',0) and balance['6210207']['haber_flujo']))<0.001"
6210208,6210208,PRESUPUESTO BALANCE,El haber de la cuenta 6210208 debe ser igual al recaudado de la partida 110208,"abs((cedula.get('110208',0) and cedula['110208']['devengado_amount']) - (balance.get('6210208',0) and balance['6210208']['haber_flujo']))<0.001"
6210210,6210210,PRESUPUESTO BALANCE,El haber de la cuenta 6210210 debe ser igual al recaudado de la partida 110210,"abs((cedula.get('110210',0) and cedula['110210']['devengado_amount']) - (balance.get('6210210',0) and balance['6210210']['haber_flujo']))<0.001"
6210211,6210211,PRESUPUESTO BALANCE,El haber de la cuenta 6210211 debe ser igual al recaudado de la partida 110211,"abs((cedula.get('110211',0) and cedula['110211']['devengado_amount']) - (balance.get('6210211',0) and balance['6210211']['haber_flujo']))<0.001"
6210212,6210212,PRESUPUESTO BALANCE,El haber de la cuenta 6210212 debe ser igual al recaudado de la partida 110212,"abs((cedula.get('110212',0) and cedula['110212']['devengado_amount']) - (balance.get('6210212',0) and balance['6210212']['haber_flujo']))<0.001"
6210299,6210299,PRESUPUESTO BALANCE,El haber de la cuenta 6210299 debe ser igual al recaudado de la partida 110299,"abs((cedula.get('110299',0) and cedula['110299']['devengado_amount']) - (balance.get('6210299',0) and balance['6210299']['haber_flujo']))<0.001"
6210301,6210301,PRESUPUESTO BALANCE,El haber de la cuenta 6210301 debe ser igual al recaudado de la partida 110301,"abs((cedula.get('110301',0) and cedula['110301']['devengado_amount']) - (balance.get('6210301',0) and balance['6210301']['haber_flujo']))<0.001"
6210302,6210302,PRESUPUESTO BALANCE,El haber de la cuenta 6210302 debe ser igual al recaudado de la partida 110302,"abs((cedula.get('110302',0) and cedula['110302']['devengado_amount']) - (balance.get('6210302',0) and balance['6210302']['haber_flujo']))<0.001"
6210303,6210303,PRESUPUESTO BALANCE,El haber de la cuenta 6210303 debe ser igual al recaudado de la partida 110303,"abs((cedula.get('110303',0) and cedula['110303']['devengado_amount']) - (balance.get('6210303',0) and balance['6210303']['haber_flujo']))<0.001"
6210304,6210304,PRESUPUESTO BALANCE,El haber de la cuenta 6210304 debe ser igual al recaudado de la partida 110304,"abs((cedula.get('110304',0) and cedula['110304']['devengado_amount']) - (balance.get('6210304',0) and balance['6210304']['haber_flujo']))<0.001"
6210305,6210305,PRESUPUESTO BALANCE,El haber de la cuenta 6210305 debe ser igual al recaudado de la partida 110305,"abs((cedula.get('110305',0) and cedula['110305']['devengado_amount']) - (balance.get('6210305',0) and balance['6210305']['haber_flujo']))<0.001"
6210311,6210311,PRESUPUESTO BALANCE,El haber de la cuenta 6210311 debe ser igual al recaudado de la partida 110311,"abs((cedula.get('110311',0) and cedula['110311']['devengado_amount']) - (balance.get('6210311',0) and balance['6210311']['haber_flujo']))<0.001"
6210312,6210312,PRESUPUESTO BALANCE,El haber de la cuenta 6210312 debe ser igual al recaudado de la partida 110312,"abs((cedula.get('110312',0) and cedula['110312']['devengado_amount']) - (balance.get('6210312',0) and balance['6210312']['haber_flujo']))<0.001"
6210315,6210315,PRESUPUESTO BALANCE,El haber de la cuenta 6210315 debe ser igual al recaudado de la partida 110315,"abs((cedula.get('110315',0) and cedula['110315']['devengado_amount']) - (balance.get('6210315',0) and balance['6210315']['haber_flujo']))<0.001"
6210316,6210316,PRESUPUESTO BALANCE,El haber de la cuenta 6210316 debe ser igual al recaudado de la partida 110316,"abs((cedula.get('110316',0) and cedula['110316']['devengado_amount']) - (balance.get('6210316',0) and balance['6210316']['haber_flujo']))<0.001"
6210317,6210317,PRESUPUESTO BALANCE,El haber de la cuenta 6210317 debe ser igual al recaudado de la partida 110317,"abs((cedula.get('110317',0) and cedula['110317']['devengado_amount']) - (balance.get('6210317',0) and balance['6210317']['haber_flujo']))<0.001"
6210318,6210318,PRESUPUESTO BALANCE,El haber de la cuenta 6210318 debe ser igual al recaudado de la partida 110318,"abs((cedula.get('110318',0) and cedula['110318']['devengado_amount']) - (balance.get('6210318',0) and balance['6210318']['haber_flujo']))<0.001"
6210319,6210319,PRESUPUESTO BALANCE,El haber de la cuenta 6210319 debe ser igual al recaudado de la partida 110319,"abs((cedula.get('110319',0) and cedula['110319']['devengado_amount']) - (balance.get('6210319',0) and balance['6210319']['haber_flujo']))<0.001"
6210320,6210320,PRESUPUESTO BALANCE,El haber de la cuenta 6210320 debe ser igual al recaudado de la partida 110320,"abs((cedula.get('110320',0) and cedula['110320']['devengado_amount']) - (balance.get('6210320',0) and balance['6210320']['haber_flujo']))<0.001"
